"sitio" "replica" "estrato" "microhabitat" "taxa" "body_mass" "gremio" "clase_tam" "Sistema" "Taxón" "Gremio"
"3209" "R" 3 "H" "humus" "oripodidae" 12.944225838344 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3210" "R" 3 "10" "10" "fungivoro" 12.9437149694397 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"3211" "P" 2 "H" "Frag" "oribatulidae" 12.9231690474943 "microfitofago" "meso" "Pastizal" "Oribatulidae" "Microfitofago"
"3212" "R" 3 "H" "Frag" "isotomidae" 12.9125357248269 "detritivoro" "meso" "Reserva" "Isotomidae" "Detritivoro"
"3213" "R" 2 "H" "humus" "oripodidae" 12.9115888767735 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3214" "P" 1 "H" "Frag" "isotomidae" 12.873328159207 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"3215" "R" 3 "H" "Frag" "dermanisoidea" 12.8486797444595 "predador" "meso" "Reserva" "Dermanisoidea" "Predador"
"3216" "P" 1 "10" "10" "scheloribates" 12.8314664924239 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3217" "A" 3 "H" "Frag" "hipogastruridae" 12.8305188394064 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3218" "A" 1 "H" "humus" "astigmata" 12.8226763825444 "omnivoro" "meso" "Agrícola" "Astigmata" "Omnivoro"
"3219" "P" 2 "H" "Frag" "scheloribates" 12.7917756560836 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3220" "A" 1 "H" "humus" "scheloribates" 12.7902171651956 "detritivoro" "meso" "Agrícola" "Scheloribates" "Detritivoro"
"3221" "A" 3 "H" "Frag" "hipogastruridae" 12.7783903218921 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3222" "P" 1 "10" "10" "parasitidae" 12.7630419870558 "predador" "meso" "Pastizal" "Parasitidae" "Predador"
"3223" "P" 1 "H" "humus" "oripodidae" 12.7424670022054 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3224" "R" 3 "H" "humus" "astigmata" 12.7369893082837 "omnivoro" "meso" "Reserva" "Astigmata" "Omnivoro"
"3225" "A" 2 "H" "humus" "hipogastruridae" 12.733970258964 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3226" "A" 1 "H" "humus" "parasitidae" 12.7319259961942 "predador" "meso" "Agrícola" "Parasitidae" "Predador"
"3227" "P" 2 "H" "humus" "ceratozetoidea" 12.7239204976905 "detritivoro" "meso" "Pastizal" "Ceratozetoidea" "Detritivoro"
"3228" "P" 1 "H" "Frag" "scheloribates" 12.7219118170228 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3229" "A" 2 "10" "10" "astigmata" 12.712304889413 "omnivoro" "meso" "Agrícola" "Astigmata" "Omnivoro"
"3230" "P" 2 "H" "Frag" "oripodidae" 12.711823493787 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3231" "R" 1 "H" "humus" "oripodidae" 12.7075923507461 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3232" "P" 1 "H" "humus" "scheloribates" 12.6801945559505 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3233" "P" 1 "H" "Frag" "hipogastruridae" 12.6786941106144 "omnivoro" "meso" "Pastizal" "Hipogastruridae" "Omnivoro"
"3234" "P" 1 "H" "humus" "scheloribates" 12.6689941712154 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3235" "R" 1 "H" "Frag" "oripodidae" 12.6685629607573 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3236" "P" 1 "H" "humus" "oripodidae" 12.6682846957777 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3237" "A" 1 "H" "Frag" "oripodidae" 12.6560158545225 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3238" "A" 2 "10" "10" "oripodidae" 12.6513814651958 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3239" "P" 2 "H" "humus" "oripodidae" 12.6416173782027 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3240" "A" 2 "H" "humus" "hipogastruridae" 12.6412445724269 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3241" "A" 2 "H" "humus" "isotomidae" 12.6114307480656 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3242" "P" 1 "H" "humus" "scheloribates" 12.608288394951 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3243" "A" 1 "10" "10" "omnivoro" 12.6023866314424 "omnivoro" "micro" "Agrícola" "Omnivoro" "Omnivoro"
"3244" "A" 1 "H" "humus" "oribatulidae" 12.5895938246494 "microfitofago" "meso" "Agrícola" "Oribatulidae" "Microfitofago"
"3245" "A" 1 "H" "humus" "oripodidae" 12.5702900680314 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3246" "R" 3 "H" "Frag" "galumnidae" 12.5638136839251 "microfitofago" "meso" "Reserva" "Galumnidae" "Microfitofago"
"3247" "R" 3 "H" "humus" "onichiuridae" 12.5525986789093 "microfitofago" "meso" "Reserva" "Onychiuridae" "Microfitofago"
"3248" "R" 1 "H" "humus" "oribatulidae" 12.5394772290913 "microfitofago" "meso" "Reserva" "Oribatulidae" "Microfitofago"
"3249" "P" 2 "10" "10" "scheloribates" 12.5253778166943 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3250" "P" 1 "H" "humus" "scheloribates" 12.5246079940212 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3251" "P" 1 "H" "humus" "isotomidae" 12.5157817044645 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"3252" "P" 1 "H" "humus" "ceratozetoidea" 12.512220583302 "detritivoro" "meso" "Pastizal" "Ceratozetoidea" "Detritivoro"
"3253" "A" 1 "H" "humus" "isotomidae" 12.5086141978756 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3254" "A" 3 "10" "10" "oripodidae" 12.5047876949135 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3255" "A" 1 "H" "Frag" "onichiuridae" 12.4978169686773 "microfitofago" "meso" "Agrícola" "Onychiuridae" "Microfitofago"
"3256" "A" 1 "H" "humus" "astigmata" 12.4482963854214 "omnivoro" "meso" "Agrícola" "Astigmata" "Omnivoro"
"3257" "A" 3 "H" "Frag" "hipogastruridae" 12.4470946028626 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3258" "P" 1 "H" "Frag" "ceratozetoidea" 12.4393259955326 "detritivoro" "meso" "Pastizal" "Ceratozetoidea" "Detritivoro"
"3259" "P" 1 "H" "humus" "scheloribates" 12.4180191871836 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3260" "A" 1 "H" "humus" "parasitidae" 12.4086572486887 "predador" "meso" "Agrícola" "Parasitidae" "Predador"
"3261" "P" 1 "H" "humus" "isotomidae" 12.4032989790399 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"3262" "P" 2 "H" "humus" "oripodidae" 12.3975038252648 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3263" "P" 2 "H" "humus" "oripodidae" 12.3838297590809 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3264" "A" 3 "H" "Frag" "hipogastruridae" 12.3794840341257 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3265" "A" 1 "H" "humus" "hipogastruridae" 12.3607334511249 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3266" "P" 1 "H" "humus" "bdelloidea" 12.3600684748283 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"3267" "R" 2 "H" "humus" "eviphididae" 12.3518573989068 "predador" "meso" "Reserva" "Eviphididae" "Predador"
"3268" "P" 1 "H" "humus" "oppioidea" 12.3512275564372 "microfitofago" "meso" "Pastizal" "Oppioidea" "Microfitofago"
"3269" "A" 2 "H" "humus" "isotomidae" 12.3466381048441 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3270" "R" 1 "H" "humus" "oripodidae" 12.3340752299619 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3271" "A" 1 "H" "humus" "parasitidae" 12.3253187163094 "predador" "meso" "Agrícola" "Parasitidae" "Predador"
"3272" "R" 2 "H" "humus" "astigmata" 12.3129916157431 "omnivoro" "meso" "Reserva" "Astigmata" "Omnivoro"
"3273" "P" 2 "H" "Frag" "scheloribates" 12.2883585542992 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3274" "P" 1 "10" "10" "oripodidae" 12.2828339581879 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3275" "P" 2 "H" "humus" "oripodidae" 12.2707195065698 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3276" "A" 3 "H" "humus" "oribatulidae" 12.2588680350793 "microfitofago" "meso" "Agrícola" "Oribatulidae" "Microfitofago"
"3277" "A" 2 "H" "humus" "penthalidae" 12.2437328929284 "omnivoro" "meso" "Agrícola" "Penthaleidae" "Omnivoro"
"3278" "A" 2 "H" "humus" "hipogastruridae" 12.2399040693039 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3279" "A" 1 "H" "humus" "ceratozetoidea" 12.2164710055828 "detritivoro" "meso" "Agrícola" "Ceratozetoidea" "Detritivoro"
"3280" "R" 1 "H" "humus" "scheloribates" 12.2138321472863 "detritivoro" "meso" "Reserva" "Scheloribates" "Detritivoro"
"3281" "A" 2 "10" "10" "fungivoro" 12.1968204417322 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"3282" "P" 2 "H" "humus" "oribatulidae" 12.1963430910484 "microfitofago" "meso" "Pastizal" "Oribatulidae" "Microfitofago"
"3283" "A" 3 "10" "10" "oripodidae" 12.189129527647 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3284" "P" 2 "H" "Frag" "oppioidea" 12.172824828174 "microfitofago" "meso" "Pastizal" "Oppioidea" "Microfitofago"
"3285" "P" 1 "H" "humus" "scheloribates" 12.1660878524637 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3286" "P" 1 "H" "humus" "oribatulidae" 12.1420006269058 "microfitofago" "meso" "Pastizal" "Oribatulidae" "Microfitofago"
"3287" "P" 3 "H" "Frag" "laelapidae" 12.1366912540212 "predador" "meso" "Pastizal" "Laelapidae" "Predador"
"3288" "P" 1 "H" "humus" "isotomidae" 12.1339970278627 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"3289" "A" 2 "H" "humus" "hipogastruridae" 12.1315578843698 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3290" "A" 1 "H" "humus" "parasitidae" 12.1118892344106 "predador" "meso" "Agrícola" "Parasitidae" "Predador"
"3291" "A" 2 "H" "humus" "isotomidae" 12.1116887704794 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3292" "P" 2 "H" "humus" "oripodidae" 12.1090659135181 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3293" "P" 1 "H" "humus" "parasitidae" 12.0994692836331 "predador" "meso" "Pastizal" "Parasitidae" "Predador"
"3294" "R" 2 "H" "Hoja" "oripodidae" 12.0944242844404 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3295" "A" 2 "H" "humus" "isotomidae" 12.0915301039927 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3296" "A" 3 "H" "Frag" "hipogastruridae" 12.0790497952141 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3297" "R" 2 "H" "humus" "scheloribates" 12.0487720846658 "detritivoro" "meso" "Reserva" "Scheloribates" "Detritivoro"
"3298" "P" 3 "H" "humus" "scheloribates" 12.0410176513107 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3299" "P" 2 "H" "hoja" "oppioidea" 12.0315083866205 "microfitofago" "meso" "Pastizal" "Oppioidea" "Microfitofago"
"3300" "A" 1 "H" "humus" "parasitidae" 12.0178642700485 "predador" "meso" "Agrícola" "Parasitidae" "Predador"
"3301" "A" 1 "H" "humus" "hipogastruridae" 12.0094143006271 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3302" "R" 1 "H" "Frag" "parasitidae" 11.9998152350308 "predador" "meso" "Reserva" "Parasitidae" "Predador"
"3303" "P" 1 "H" "humus" "rhodacaroidea" 11.9700882130579 "predador" "meso" "Pastizal" "Rhodacaroidea" "Predador"
"3304" "A" 1 "H" "humus" "hipogastruridae" 11.9628353409821 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3305" "P" 3 "H" "Frag" "oribatulidae" 11.9423957737873 "microfitofago" "meso" "Pastizal" "Oribatulidae" "Microfitofago"
"3306" "A" 3 "10" "10" "oripodidae" 11.9399616486771 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3307" "R" 3 "H" "humus" "lohmanidae" 11.9356005620546 "microfitofago" "meso" "Reserva" "Lohmanidae" "Microfitofago"
"3308" "A" 1 "H" "humus" "isotomidae" 11.9349021337054 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3309" "P" 1 "H" "Frag" "isotomidae" 11.9291488571128 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"3310" "R" 1 "H" "Frag" "parasitidae" 11.9026524172426 "predador" "meso" "Reserva" "Parasitidae" "Predador"
"3311" "A" 3 "H" "humus" "rhodacaroidea" 11.9017184244889 "predador" "meso" "Agrícola" "Rhodacaroidea" "Predador"
"3312" "A" 1 "H" "humus" "isotomidae" 11.8970366312848 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3313" "R" 1 "H" "humus" "oribatulidae" 11.8932447733721 "microfitofago" "meso" "Reserva" "Oribatulidae" "Microfitofago"
"3314" "A" 1 "H" "humus" "hipogastruridae" 11.8759539544068 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3315" "P" 3 "H" "Frag" "oripodidae" 11.8725494173392 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3316" "P" 1 "H" "humus" "oripodidae" 11.8480172046334 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3317" "R" 3 "H" "humus" "eupodoidea" 11.8240529600464 "omnivoro" "meso" "Reserva" "Eupodoidea" "Omnivoro"
"3318" "P" 2 "10" "10" "scheloribates" 11.822321615109 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3319" "P" 1 "H" "humus" "scheloribates" 11.8167486361166 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3320" "R" 3 "10" "10" "epilhomanioidea" 11.8105024896511 "detritivoro" "meso" "Reserva" "Epilohmannioidea" "Detritivoro"
"3321" "R" 1 "H" "humus" "oripodidae" 11.7729975825311 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3322" "R" 1 "H" "humus" "oripodidae" 11.7724000832558 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3323" "P" 1 "H" "Frag" "onichiuridae" 11.7690868196316 "microfitofago" "meso" "Pastizal" "Onychiuridae" "Microfitofago"
"3324" "P" 3 "H" "humus" "onichiuridae" 11.7341220148937 "microfitofago" "meso" "Pastizal" "Onychiuridae" "Microfitofago"
"3325" "A" 3 "H" "Frag" "hipogastruridae" 11.7258527777928 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3326" "P" 1 "10" "10" "oribatulidae" 11.719017492439 "microfitofago" "meso" "Pastizal" "Oribatulidae" "Microfitofago"
"3327" "P" 1 "H" "humus" "oripodidae" 11.6568210664261 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3328" "P" 2 "10" "10" "oribatulidae" 11.6410865396682 "microfitofago" "meso" "Pastizal" "Oribatulidae" "Microfitofago"
"3329" "A" 1 "H" "Frag" "hipogastruridae" 11.6088419683017 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3330" "R" 3 "10" "10" "oripodidae" 11.5930938401014 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3331" "P" 2 "H" "humus" "astigmata" 11.5916526498564 "omnivoro" "meso" "Pastizal" "Astigmata" "Omnivoro"
"3332" "A" 3 "H" "Frag" "hipogastruridae" 11.5729608193124 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3333" "P" 1 "H" "Frag" "scheloribates" 11.5499185793274 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3334" "R" 3 "H" "humus" "tenerifidae" 11.5426129038373 "predador" "meso" "Reserva" "Tenerifidae" "Predador"
"3335" "P" 1 "H" "humus" "oripodidae" 11.5422155667474 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3336" "A" 2 "H" "humus" "isotomidae" 11.5413132130656 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3337" "R" 1 "H" "humus" "oripodidae" 11.5393316226763 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3338" "R" 1 "H" "humus" "oripodidae" 11.5393316226763 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3339" "P" 1 "H" "humus" "parasitidae" 11.5215619037526 "predador" "meso" "Pastizal" "Parasitidae" "Predador"
"3340" "A" 2 "H" "humus" "hipogastruridae" 11.5002729377745 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3341" "R" 3 "H" "humus" "oribatulidae" 11.4934481080128 "microfitofago" "meso" "Reserva" "Oribatulidae" "Microfitofago"
"3342" "P" 1 "H" "humus" "onichiuridae" 11.49282722969 "microfitofago" "meso" "Pastizal" "Onychiuridae" "Microfitofago"
"3343" "A" 2 "10" "10" "omnivoro" 11.4768387700058 "omnivoro" "micro" "Agrícola" "Omnivoro" "Omnivoro"
"3344" "P" 1 "H" "Frag" "hipogastruridae" 11.4703911976777 "omnivoro" "meso" "Pastizal" "Hipogastruridae" "Omnivoro"
"3345" "A" 1 "H" "humus" "parasitidae" 11.4549941926711 "predador" "meso" "Agrícola" "Parasitidae" "Predador"
"3346" "A" 1 "H" "humus" "hipogastruridae" 11.43159088928 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3347" "A" 1 "10" "10" "hipogastruridae" 11.4265751896288 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3348" "A" 1 "H" "humus" "oripodidae" 11.4246880387883 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3349" "P" 2 "H" "humus" "rhodacaroidea" 11.4140191600603 "predador" "meso" "Pastizal" "Rhodacaroidea" "Predador"
"3350" "R" 1 "H" "Hoja" "isotomidae" 11.3984249469924 "detritivoro" "meso" "Reserva" "Isotomidae" "Detritivoro"
"3351" "A" 3 "H" "humus" "oripodidae" 11.3881357924553 "detritivoro" "meso" "Agrícola" "Oripodidae" "Detritivoro"
"3352" "P" 2 "H" "Frag" "scheloribates" 11.3875542463584 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3353" "P" 3 "10" "10" "scheloribates" 11.3633183921516 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3354" "A" 2 "H" "humus" "isotomidae" 11.3618961377476 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3355" "A" 1 "H" "Frag" "hipogastruridae" 11.3570691721754 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3356" "A" 3 "H" "humus" "hipogastruridae" 11.3428223933235 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3357" "P" 1 "H" "humus" "oripodidae" 11.3310415991655 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3358" "P" 1 "H" "humus" "parasitidae" 11.3166414822434 "predador" "meso" "Pastizal" "Parasitidae" "Predador"
"3359" "R" 1 "10" "10" "omnivoro" 11.2886346317737 "omnivoro" "micro" "Reserva" "Omnivoro" "Omnivoro"
"3360" "A" 3 "H" "humus" "scheloribates" 11.283607336711 "detritivoro" "meso" "Agrícola" "Scheloribates" "Detritivoro"
"3361" "P" 1 "H" "humus" "scheloribates" 11.268706536741 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3362" "R" 2 "10" "10" "fungivoro" 11.267117045694 "microfitofago" "micro" "Reserva" "Fungivoro" "Microfitofago"
"3363" "P" 1 "10" "10" "omnivoro" 11.2668116033611 "omnivoro" "micro" "Pastizal" "Omnivoro" "Omnivoro"
"3364" "R" 3 "H" "Hoja" "hipogastruridae" 11.2652026710859 "omnivoro" "meso" "Reserva" "Hipogastruridae" "Omnivoro"
"3365" "P" 1 "H" "Frag" "parasitidae" 11.252268052483 "predador" "meso" "Pastizal" "Parasitidae" "Predador"
"3366" "A" 3 "H" "Frag" "hipogastruridae" 11.2431548680671 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3367" "P" 2 "H" "humus" "scheloribates" 11.2407399297131 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3368" "P" 1 "H" "humus" "isotomidae" 11.2314560500978 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"3369" "P" 2 "H" "Frag" "scheloribates" 11.22830177749 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3370" "P" 1 "H" "humus" "oripodidae" 11.2264049632285 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3371" "P" 2 "H" "Frag" "oripodidae" 11.2238870477728 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3372" "P" 1 "H" "humus" "oripodidae" 11.2230011052636 "detritivoro" "meso" "Pastizal" "Oripodidae" "Detritivoro"
"3373" "A" 3 "H" "Frag" "astigmata" 11.2004226017149 "omnivoro" "meso" "Agrícola" "Astigmata" "Omnivoro"
"3374" "A" 1 "H" "humus" "scheloribates" 11.1973748530506 "detritivoro" "meso" "Agrícola" "Scheloribates" "Detritivoro"
"3375" "P" 1 "H" "humus" "scheloribates" 11.1811734604896 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3376" "A" 1 "H" "humus" "hipogastruridae" 11.176384784656 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3377" "P" 1 "H" "humus" "bdelloidea" 11.171149550768 "predador" "meso" "Pastizal" "Bdelloidea" "Predador"
"3378" "R" 1 "H" "humus" "entomobryoidea" 11.1700384915182 "microfitofago" "meso" "Reserva" "Entomobryoidea" "Microfitofago"
"3379" "R" 1 "10" "10" "oripodidae" 11.1556854783977 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3380" "A" 3 "H" "Frag" "hipogastruridae" 11.1537677116952 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3381" "A" 3 "H" "humus" "oribatulidae" 11.1251901970123 "microfitofago" "meso" "Agrícola" "Oribatulidae" "Microfitofago"
"3382" "A" 2 "10" "10" "fungivoro" 11.1137789497922 "microfitofago" "micro" "Agrícola" "Fungivoro" "Microfitofago"
"3383" "A" 1 "H" "humus" "scheloribates" 11.110694429684 "detritivoro" "meso" "Agrícola" "Scheloribates" "Detritivoro"
"3384" "A" 3 "H" "Frag" "isotomidae" 11.10803460743 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3385" "P" 1 "H" "humus" "isotomidae" 11.103428248602 "detritivoro" "meso" "Pastizal" "Isotomidae" "Detritivoro"
"3386" "R" 3 "H" "humus" "oripodidae" 11.095979181685 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3387" "A" 3 "H" "Frag" "hipogastruridae" 11.0842271326214 "omnivoro" "meso" "Agrícola" "Hipogastruridae" "Omnivoro"
"3388" "P" 1 "H" "humus" "scheloribates" 11.0734197485308 "detritivoro" "meso" "Pastizal" "Scheloribates" "Detritivoro"
"3389" "R" 1 "H" "humus" "oripodidae" 11.0682659086729 "detritivoro" "meso" "Reserva" "Oripodidae" "Detritivoro"
"3390" "A" 1 "10" "10" "onichiuridae" 11.0631451470539 "microfitofago" "meso" "Agrícola" "Onychiuridae" "Microfitofago"
"3391" "R" 1 "H" "Frag" "oribatulidae" 11.0520237236841 "microfitofago" "meso" "Reserva" "Oribatulidae" "Microfitofago"
"3392" "R" 1 "10" "10" "bacterivoro" 11.043254411721 "microfitofago" "micro" "Reserva" "Bacterivoro" "Microfitofago"
"3393" "A" 2 "H" "humus" "isotomidae" 11.0397431000334 "detritivoro" "meso" "Agrícola" "Isotomidae" "Detritivoro"
"3394" "A" 1 "H" "humus" "scheloribates" 11.0299122212176 "detritivoro" "meso" "Agrícola" "Scheloribates" "Detritivoro"
